FSR_1,FSR_2,FSR_3,FSR_4,FSR_5,Target
10,294,110,35,299,moderate
96,98,156,66,55,mild
65,71,100,60,250,moderate
244,121,97,263,99,moderate
60,14,167,282,47,moderate
285,201,154,21,38,moderate
152,40,221,224,267,moderate
151,69,175,76,256,moderate
268,19,106,133,178,moderate
132,226,13,211,121,moderate
239,13,50,246,8,moderate
75,19,43,107,74,mild
67,136,103,243,283,moderate
58,203,141,24,3,mild
162,214,166,94,176,moderate
62,78,149,216,60,moderate
116,65,170,292,215,moderate
136,170,7,222,280,moderate
153,164,8,106,280,moderate
110,9,288,286,108,moderate
265,164,274,207,5,moderate
207,142,298,190,12,moderate
240,280,162,84,215,moderate
158,267,195,158,9,moderate
46,198,70,214,102,moderate
21,0,157,83,123,mild
211,256,240,145,287,severe
215,194,107,232,12,moderate
234,69,159,149,0,moderate
101,161,213,288,120,moderate
173,188,94,245,250,moderate
164,147,274,238,158,moderate
84,201,179,78,262,moderate
48,76,219,160,281,moderate
279,15,3,42,88,mild
116,99,263,267,68,moderate
197,123,217,273,225,severe
145,3,15,14,284,mild
219,275,6,225,40,moderate
191,181,76,168,145,moderate
23,223,281,204,79,moderate
170,22,272,118,91,moderate
283,44,121,35,89,moderate
222,253,141,180,206,severe
240,189,151,144,15,moderate
295,164,232,56,82,moderate
224,66,139,203,164,moderate
144,299,206,240,67,moderate
168,225,280,58,22,moderate
36,118,14,43,295,moderate
129,292,36,284,136,moderate
166,267,0,14,204,moderate
54,157,74,12,128,mild
237,230,36,78,197,moderate
242,167,7,34,203,moderate
180,267,253,8,60,moderate
188,255,31,159,218,moderate
244,211,150,28,103,moderate
260,16,165,168,291,moderate
85,76,140,272,92,moderate
177,45,30,160,194,moderate
115,55,199,230,46,moderate
238,283,213,196,92,severe
189,120,28,90,248,moderate
211,296,183,192,113,moderate
175,56,158,136,269,moderate
297,274,6,161,21,moderate
148,99,72,160,270,moderate
46,174,215,186,231,moderate
265,247,49,93,202,moderate
164,290,16,20,23,moderate
271,120,282,108,176,moderate
174,110,42,291,222,moderate
160,86,159,259,98,moderate
19,196,116,6,176,moderate
1,118,36,208,5,mild
105,106,207,59,180,moderate
133,247,6,238,69,moderate
60,58,252,119,186,moderate
48,281,229,228,95,moderate
12,146,257,210,34,moderate
87,240,95,43,218,moderate
214,31,184,222,159,moderate
184,28,0,116,230,moderate
217,6,264,239,172,moderate
281,96,36,271,78,moderate
11,16,203,60,0,mild
203,143,106,290,43,moderate
231,20,118,295,189,moderate
144,17,56,281,56,moderate
66,125,285,152,114,moderate
61,94,49,155,72,mild
103,100,10,228,0,mild
198,215,157,298,111,moderate
9,172,129,152,272,moderate
295,136,134,1,97,moderate
9,276,1,245,230,moderate
13,147,142,147,46,mild
134,260,129,199,165,moderate
72,180,89,116,263,moderate
99,47,137,106,66,mild
99,238,213,85,79,moderate
79,256,17,237,284,moderate
107,20,249,8,137,moderate
214,43,191,41,158,moderate
135,267,104,183,5,moderate
52,110,170,132,147,moderate
262,203,158,15,297,moderate
274,169,299,288,211,severe
260,117,150,67,128,moderate
32,56,162,291,255,moderate
70,97,14,155,22,mild
19,216,58,60,200,moderate
169,252,274,118,169,moderate
251,261,179,50,118,moderate
26,141,20,79,214,mild
55,274,56,36,208,moderate
229,70,26,73,28,mild
277,88,95,4,41,moderate
242,107,40,18,146,moderate
150,278,118,141,218,moderate
17,128,178,162,123,moderate
119,252,231,228,268,severe
159,67,206,41,226,moderate
81,205,294,178,188,moderate
42,288,8,40,111,mild
241,231,150,199,198,severe
43,161,115,296,85,moderate
123,99,60,134,140,moderate
74,31,86,195,158,moderate
114,240,22,2,18,mild
183,181,115,138,199,moderate
31,201,193,178,197,moderate
75,236,270,4,250,moderate
264,35,110,133,250,moderate
91,273,153,48,136,moderate
182,250,48,154,250,moderate
209,138,178,172,79,moderate
98,216,275,14,135,moderate
88,135,289,211,99,moderate
172,117,252,77,226,moderate
270,234,193,36,226,moderate
220,163,19,219,131,moderate
204,134,56,68,158,moderate
96,46,53,8,89,mild
289,255,101,190,2,moderate
80,172,159,133,30,moderate
82,175,241,65,45,moderate
199,55,178,261,146,moderate
18,102,177,261,252,moderate
237,127,225,43,237,moderate
240,220,193,176,216,severe
43,6,269,9,262,moderate
31,198,286,109,165,moderate
215,103,190,239,234,moderate
107,55,285,54,19,moderate
273,291,136,283,272,severe
18,61,65,126,77,mild
111,30,101,195,173,moderate
181,274,168,20,86,moderate
112,236,133,33,187,moderate
49,186,30,91,135,mild
234,90,190,146,30,moderate
132,255,205,236,181,severe
25,120,35,59,131,mild
260,2,212,185,157,moderate
125,120,194,183,117,moderate
37,179,226,97,148,moderate
291,25,155,297,285,severe
142,63,107,234,100,moderate
186,35,293,294,108,moderate
255,41,89,285,244,moderate
107,194,70,132,36,moderate
257,42,133,36,150,moderate
159,219,188,148,141,moderate
116,193,3,1,229,moderate
230,5,61,253,274,moderate
13,20,20,172,20,mild
215,147,96,119,163,moderate
251,281,183,184,208,severe
142,253,41,242,102,moderate
58,178,111,2,139,mild
183,182,214,285,127,moderate
265,6,181,195,134,moderate
204,125,41,37,281,moderate
219,85,264,237,17,moderate
76,89,217,244,60,moderate
284,224,291,133,57,moderate
139,176,54,259,16,moderate
135,237,285,222,160,severe
270,113,3,48,167,moderate
98,196,244,34,42,moderate
89,276,253,191,85,moderate
31,197,178,59,280,moderate
7,87,194,80,147,moderate
139,293,164,124,199,moderate
116,121,94,219,7,moderate
103,49,254,181,87,moderate
21,160,139,204,113,moderate
26,208,264,87,275,moderate
96,175,18,194,225,moderate
6,270,13,8,164,mild
12,9,239,214,73,moderate
47,293,67,123,243,moderate
226,208,234,189,52,moderate
87,102,241,131,266,moderate
27,50,295,163,262,moderate
44,85,203,36,120,mild
83,163,157,200,17,moderate
106,234,90,229,251,moderate
29,29,105,163,150,mild
13,201,101,113,137,moderate
154,157,219,65,22,moderate
53,234,12,252,32,moderate
64,20,246,225,46,moderate
9,159,232,10,157,moderate
289,248,33,215,58,moderate
86,81,283,230,110,moderate
41,121,117,35,24,mild
236,11,218,178,151,moderate
165,188,208,180,269,severe
211,141,123,230,255,moderate
58,0,221,286,159,moderate
224,3,5,25,37,mild
153,221,48,242,60,moderate
243,48,8,275,144,moderate
293,255,11,101,17,moderate
184,202,171,188,279,severe
125,211,113,277,11,moderate
185,8,201,105,254,moderate
48,293,84,289,159,moderate
95,175,200,127,8,moderate
129,289,5,269,86,moderate
294,10,297,49,247,moderate
119,264,22,190,183,moderate
272,59,85,271,267,moderate
125,161,238,107,256,moderate
271,262,36,112,260,moderate
46,265,219,73,142,moderate
157,46,125,26,214,moderate
104,162,89,125,159,moderate
48,263,27,143,52,moderate
66,41,116,122,202,moderate
125,140,14,257,134,moderate
267,289,78,291,20,moderate
132,189,252,124,119,moderate
5,274,88,191,230,moderate
5,195,66,210,46,moderate
283,119,105,76,253,moderate
291,171,15,56,294,moderate
62,0,266,112,6,mild
120,257,133,29,203,moderate
30,20,227,9,38,mild
253,191,147,198,39,moderate
58,277,68,150,168,moderate
96,122,69,37,298,moderate
179,233,212,50,241,moderate
265,249,51,46,178,moderate
187,270,0,125,138,moderate
40,220,74,20,184,moderate
104,52,14,48,252,mild
18,220,295,142,163,moderate
202,149,249,246,192,severe
269,161,255,22,139,moderate
93,125,294,180,118,moderate
72,72,195,15,100,mild
13,143,18,80,204,mild
100,254,43,74,237,moderate
213,196,251,219,88,moderate
268,135,178,87,294,moderate
85,210,279,66,31,moderate
198,204,280,198,32,moderate
58,277,89,280,242,moderate
111,138,13,236,222,moderate
264,125,196,170,168,moderate
144,126,5,206,254,moderate
174,291,14,153,31,moderate
74,89,284,187,124,moderate
198,74,296,281,209,severe
84,85,229,234,176,moderate
82,140,108,197,175,moderate
29,100,54,208,267,moderate
181,96,272,84,284,moderate
126,202,73,199,21,moderate
237,129,19,223,82,moderate
20,182,298,242,90,moderate
22,40,263,138,167,moderate
211,243,61,23,298,moderate
139,299,220,143,276,severe
196,27,47,274,53,moderate
223,62,68,199,14,moderate
283,51,253,237,185,severe
5,294,130,56,98,moderate
274,123,252,204,105,moderate
101,57,12,236,66,mild
177,231,278,135,37,moderate
249,246,65,48,48,moderate
149,127,154,278,158,moderate
238,52,88,272,281,moderate
197,19,176,212,255,moderate
21,78,238,96,255,moderate
268,207,183,152,72,moderate
62,109,270,6,163,moderate
181,17,188,1,276,moderate
101,144,286,173,130,moderate
154,68,24,162,146,moderate
234,34,293,84,161,moderate
295,91,72,146,298,moderate
257,231,204,193,200,severe
228,206,275,73,171,moderate
52,33,164,298,207,moderate
198,282,278,267,284,severe
68,263,152,206,265,moderate
283,123,253,242,159,severe
229,294,106,254,151,severe
98,30,73,142,296,moderate
244,173,17,25,216,moderate
175,170,32,172,290,moderate
179,122,55,161,124,moderate
35,280,191,0,30,moderate
162,95,281,176,284,moderate
243,34,91,160,148,moderate
98,203,49,140,1,mild
184,22,171,202,281,moderate
31,147,168,291,84,moderate
41,191,187,297,28,moderate
171,176,126,48,10,moderate
84,131,26,143,104,mild
218,12,88,69,56,mild
289,175,244,15,39,moderate
104,276,94,244,91,moderate
234,187,103,204,242,moderate
36,174,239,10,72,moderate
142,8,295,288,236,moderate
16,172,63,289,179,moderate
282,136,281,76,59,moderate
157,238,237,277,134,severe
111,89,60,114,251,moderate
83,71,219,269,92,moderate
207,153,16,49,28,mild
20,152,193,204,50,moderate
1,14,144,97,3,mild
234,234,172,62,109,moderate
266,75,248,154,180,moderate
12,165,133,38,190,moderate
174,247,52,191,184,moderate
85,75,220,69,18,mild
116,132,286,287,159,moderate
149,14,95,285,184,moderate
243,85,20,264,184,moderate
151,166,174,117,37,moderate
14,170,161,152,229,moderate
163,258,271,37,179,moderate
127,158,73,235,65,moderate
262,170,261,171,136,severe
106,193,97,82,12,mild
211,98,95,287,203,moderate
168,123,232,157,275,moderate
74,62,154,139,236,moderate
194,17,173,72,21,mild
263,31,50,14,80,mild
154,103,182,13,128,moderate
82,267,59,114,134,moderate
105,175,111,13,234,moderate
20,80,164,100,162,moderate
20,158,159,190,272,moderate
87,290,162,89,260,moderate
73,290,58,151,236,moderate
36,229,295,278,134,moderate
298,215,149,74,212,moderate
179,92,180,72,139,moderate
261,188,236,171,107,moderate
198,72,45,179,28,moderate
200,297,261,35,31,moderate
173,69,127,160,106,moderate
257,175,235,121,144,moderate
216,42,40,62,218,moderate
64,186,82,155,161,moderate
40,81,295,282,139,moderate
131,229,173,103,119,moderate
55,175,104,228,40,moderate
239,173,49,231,40,moderate
218,83,136,107,30,moderate
79,195,120,258,31,moderate
188,165,242,260,7,moderate
286,252,99,61,79,moderate
147,171,208,227,3,moderate
31,142,116,143,269,moderate
180,254,172,182,296,severe
91,144,189,261,102,moderate
77,189,105,259,265,moderate
124,244,291,10,71,moderate
128,45,186,241,61,moderate
209,29,110,143,44,moderate
161,163,31,218,261,moderate
190,24,295,261,155,moderate
141,137,270,46,169,moderate
290,140,89,31,136,moderate
86,48,58,89,49,mild
197,137,31,48,137,moderate
276,214,162,6,106,moderate
232,124,234,229,160,moderate
33,47,74,111,261,moderate
186,23,246,21,159,moderate
25,145,38,11,162,mild
216,149,272,95,175,moderate
29,48,100,176,188,moderate
250,244,164,231,97,moderate
57,136,148,133,46,moderate
213,203,110,126,189,moderate
23,2,188,19,198,mild
119,291,19,250,194,moderate
11,261,256,42,291,moderate
83,83,55,128,225,moderate
11,1,224,7,82,mild
228,13,135,196,177,moderate
227,27,62,283,240,moderate
0,164,279,247,21,moderate
278,203,269,229,116,severe
126,198,15,40,138,moderate
268,10,78,147,138,moderate
192,247,222,42,205,moderate
149,20,60,189,223,moderate
59,35,66,69,85,mild
13,221,128,102,55,moderate
91,146,123,90,258,moderate
155,31,187,151,255,moderate
138,21,56,204,168,moderate
141,171,236,93,26,moderate
128,89,184,248,65,moderate
192,275,127,198,206,moderate
151,148,1,212,280,moderate
186,252,154,115,244,moderate
175,204,135,117,26,moderate
171,102,208,118,54,moderate
174,144,125,2,288,moderate
111,167,177,35,176,moderate
117,258,60,233,140,moderate
15,79,56,139,120,mild
193,74,69,244,179,moderate
231,88,162,113,3,moderate
102,250,181,76,216,moderate
92,225,49,281,141,moderate
62,12,46,85,65,mild
259,174,175,1,152,moderate
162,291,179,174,27,moderate
277,36,96,27,135,moderate
29,126,37,53,260,moderate
125,147,219,100,53,moderate
8,122,46,122,251,moderate
187,18,285,133,61,moderate
72,32,66,126,104,mild
247,286,84,135,150,moderate
127,67,55,208,182,moderate
35,114,34,277,120,moderate
149,222,45,146,9,moderate
254,51,195,0,237,moderate
31,107,201,99,132,moderate
115,265,186,264,262,severe
244,56,42,133,91,moderate
211,4,230,138,287,moderate
99,45,131,1,254,moderate
205,80,102,126,89,moderate
216,85,162,154,71,moderate
199,257,218,19,12,moderate
122,191,178,199,207,moderate
85,262,287,206,282,severe
77,213,133,186,58,moderate
239,282,209,15,26,moderate
153,239,258,86,282,severe
284,9,150,34,13,mild
109,75,66,288,263,moderate
46,81,56,92,178,mild
200,129,21,66,28,mild
212,294,267,248,186,severe
240,148,198,200,2,moderate
246,115,229,245,128,moderate
218,77,163,73,143,moderate
290,225,164,137,114,moderate
265,240,222,14,259,severe
165,166,233,93,122,moderate
16,228,2,174,295,moderate
291,157,175,250,252,severe
98,36,14,171,24,mild
230,212,110,202,109,moderate
270,266,255,106,118,severe
121,45,168,218,34,moderate
92,132,157,272,284,moderate
162,165,131,262,28,moderate
53,6,80,1,145,mild
126,44,254,117,220,moderate
150,186,238,224,261,severe
134,255,67,232,291,moderate
44,253,127,116,276,moderate
194,209,195,238,185,severe
155,161,63,163,152,moderate
246,253,160,29,55,moderate
191,255,264,290,207,severe
96,24,35,39,82,mild
137,226,42,191,168,moderate
213,36,74,244,255,moderate
220,54,283,240,283,severe
241,199,1,107,26,moderate
192,11,14,219,291,moderate
72,75,125,247,268,moderate
298,210,204,113,213,severe
258,99,93,132,299,moderate
53,65,121,204,73,moderate
3,281,230,168,147,moderate
259,167,221,122,169,moderate
11,34,91,267,153,moderate
246,12,290,190,254,moderate
166,111,123,204,23,moderate
293,174,131,1,138,moderate
102,149,285,196,23,moderate
36,138,290,208,206,moderate
41,249,259,137,12,moderate
6,196,274,156,234,moderate
68,41,60,116,235,moderate
295,239,296,283,123,severe
8,176,26,238,75,moderate
6,70,42,176,32,mild
52,153,91,182,157,moderate
30,274,24,205,295,moderate
158,135,222,8,226,moderate
220,80,59,220,89,moderate
218,106,47,119,275,moderate
46,242,13,162,100,moderate
181,185,115,198,69,moderate
39,184,156,176,218,moderate
154,207,280,166,182,moderate
60,143,54,114,204,moderate
183,127,217,180,85,moderate
217,176,95,156,262,moderate
220,243,36,2,146,moderate
264,45,213,65,149,moderate
247,94,32,298,23,moderate
154,88,24,141,286,moderate
10,214,144,125,125,moderate
262,168,237,147,182,moderate
49,184,177,99,3,moderate
140,10,47,97,245,moderate
232,160,266,129,139,moderate
285,115,229,212,238,severe
23,129,260,211,0,moderate
233,80,107,191,73,moderate
131,32,260,152,228,moderate
74,138,175,259,237,moderate
194,257,292,207,53,severe
100,128,8,62,208,moderate
21,294,52,74,228,moderate
239,262,138,21,48,moderate
225,89,177,62,207,moderate
43,184,218,225,180,moderate
293,54,131,28,236,moderate
24,33,10,230,1,mild
187,260,57,0,235,moderate
191,141,102,154,220,moderate
243,219,67,20,271,moderate
159,88,267,238,66,moderate
193,216,69,217,107,moderate
293,212,286,177,145,severe
296,140,208,275,260,severe
206,152,129,248,248,moderate
8,35,127,6,239,mild
91,120,120,243,247,moderate
13,150,91,13,18,mild
251,267,69,272,168,severe
42,272,140,60,117,moderate
209,223,275,45,121,moderate
163,193,278,144,10,moderate
30,61,281,292,33,moderate
84,98,146,33,135,mild
28,268,98,160,64,moderate
160,109,82,154,171,moderate
209,191,117,48,205,moderate
260,223,122,94,29,moderate
39,150,146,109,265,moderate
247,6,20,167,16,mild
223,71,233,96,80,moderate
20,160,289,14,149,moderate
183,156,257,153,250,moderate
147,176,41,243,40,moderate
35,235,113,24,175,moderate
165,172,235,204,80,moderate
16,281,151,228,192,moderate
204,7,291,169,118,moderate
278,31,168,142,48,moderate
146,128,273,220,282,severe
88,10,6,195,87,mild
34,155,258,179,12,moderate
270,127,240,298,28,moderate
276,6,280,196,45,moderate
216,89,253,65,261,moderate
284,89,296,57,4,moderate
185,128,190,184,100,moderate
120,294,197,42,1,moderate
230,70,57,261,254,moderate
258,89,130,40,90,moderate
253,42,287,137,249,moderate
278,153,153,12,215,moderate
250,103,92,212,255,moderate
268,233,299,265,7,severe
230,6,7,116,98,mild
3,76,61,155,186,mild
258,50,104,53,181,moderate
188,235,22,154,69,moderate
172,209,187,258,224,severe
151,2,287,79,57,moderate
215,259,256,179,117,severe
214,128,72,216,35,moderate
72,27,38,190,89,mild
223,121,240,11,127,moderate
66,297,154,15,208,moderate
36,230,121,148,167,moderate
83,136,262,34,72,moderate
154,237,34,69,88,moderate
167,80,234,179,210,moderate
43,285,228,274,145,moderate
27,46,250,26,103,mild
197,298,262,63,91,moderate
289,198,9,197,250,moderate
165,30,294,253,23,moderate
